internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
16752,Petrogale coenensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,coenensis,,,,,"Eldridge &amp; Close, 1992",
16888,Phascogale calura,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascogale,calura,,,,,"Gould, 1844",
16889,Phascogale pirata,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascogale,pirata,,,,,"(Thomas, 1904)","<i>Phascogale pirata</i> is considered a subspecies of <i>P. tapoatafa</i> by Groves (2005). Recent taxonomic work, however, suggests that <i>P. tapoatafa</i> <i>sensu lato</i> is composed of more than one species, including <i>P. pirata</i>, which is treated here as distinct (Rhind <i>et al.</i> 2001, Spencer <i>et al.</i> 2001; for comments, see Rhind <i>et al.</i> 2008)."
20295,Sminthopsis butleri,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,butleri,,,,,"Archer, 1979",
20637,Spilocuscus kraemeri,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PHALANGERIDAE,Spilocuscus,kraemeri,,,,,"(Schwartz, 1910)",Groves in Wilson and Reeder (1993) treated it as a probable synonym of <i>S. maculatus</i>.
20890,Strigocuscus celebensis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PHALANGERIDAE,Strigocuscus,celebensis,,,,,"(Gray, 1858)",
3339,Burramys parvus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Burramys,parvus,,,,,"Broom, 1896",
40540,Sarcophilus harrisii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sarcophilus,harrisii,,,,,"(Boitard, 1841)","<i>Sarcophilus laniarius</i> has also been used recently in light of comparisons between a fossil specimen, <i>S. laniarius</i> (named prior to the naming of <i>S. harrisii</i>), and the extant species (Werdelin 1987)."
1587,Murexia naso,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Murexia,naso,,,,,"(Jentink, 1911)","Groves (2005) placed this species in the genus <i>Phascomurexia</i> following a morphocladistic analysis by Van Dyck (2002). Genetic work, however, strongly supports the placement of this species within <i>Murexia</i> (Armstrong <i>et al.</i> 1998; Krajewski <i>et al.</i> 2000, 2007)."
13931,Murexia rothschildi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Murexia,rothschildi,,,,,"Tate, 1938","Groves (2005) placed this species in the genus <i>Paramurexia</i> following a morphocladistic analysis by Van Dyck (2002). Genetic work, however, strongly supports the placement of this species within <i>Murexia</i> (Armstrong <i>et al.</i> 1998; Krajewski <i>et al.</i> 2000, 2007)."
1589,Murexia habbema,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Murexia,habbema,,,,,"(Tate &amp; Archbold, 1941)","Groves (2005) placed this species in the genus <i>Micromurexia</i> following a morphocladistic analysis by Van Dyck (2002). Genetic work, however, strongly supports the placement of this species within <i>Murexia</i> (Armstrong <i>et al.</i> 1998; Krajewski <i>et al.</i> 2000, 2007).
<br>
<br><i>Murexia habbema</i> potentially represents two allopatric species: the subspecies <i>M. h. habbema</i> of the western part of the range (Snow and Star Mountains), and subspecies <i>M. h. hageni</i> of the eastern part of the range (eastern highlands from Mounts Giluwe, Sisa, and Hagen to northern Central Province, Papua New Guinea) (Helgen 2007)."
1591,Murexia melanurus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Murexia,melanurus,,,,,"(Thomas, 1899)","Groves (2005) placed this species in the genus <i>Murexechinus</i> following a morphocladistic analysis by Van Dyck (2002). Genetic work, however, strongly supports the placement of this species within <i>Murexia</i> (Armstrong <i>et al.</i> 1998; Krajewski <i>et al.</i> 2000, 2007).
<br>
<br>R.F. Peterson collected a specimen in 1956 from highland forest on the island of Normanby in the D'Entrecasteaux Archipelago (Papua New Guinea) that Brass (1959) assigned to <i>Murexia longicaudata</i>. Van Dyck (2002) considered this specimen to be <i>M. melanurus</i>. Given the uncertainty surrounding this specimen, we have not mapped the species on Normanby (see also Flannery 1995)."
13930,Murexia longicaudata,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Murexia,longicaudata,,,,,"(Schlegel, 1866)",
40527,Dasykaluta rosamondae,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasykaluta,rosamondae,,,,,"(Ride, 1964)",
16894,Phascolosorex dorsalis,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascolosorex,dorsalis,,,,,"(Peters &amp; Doria, 1876)","<i>Phascolosorex dorsalis</i> represents a species complex that will likely be split into <i>P. dorsalis</i>, endemic to the Arfak Mountains, and <i>P. brevicaudata</i> from the remaining range (with <i>P. b. whartoni</i> as a distinctive subspecies) (K. Helgen pers. comm.)."
16893,Phascolosorex doriae,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascolosorex,doriae,,,,,"(Thomas, 1886)",
1581,Antechinomys laniger,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinomys,laniger,,,,,"(Gould, 1856)","<p>Two subspecies or ‘forms’ (originally described as full species) have been described, <em>Antechinomys laniger laniger</em> (eastern Australia) and <em>A. l.</em> <em>spenceri</em> (western Australia). Lidicker and Marlow (1970) supported retention of the two species, but Archer (1977) concluded that the differences between the two described species were clinal and considered that <em>Antechinomys</em> is a monotypic genus containing only<em> A. laniger</em>, with two allopatric forms, the nominate form and the '<em>spenceri</em>' form. These subspecies (or ‘forms’) have not been tested using modern molecular methods, and are not accepted here.</p>"
14541,Neophascogale lorentzii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Neophascogale,lorentzii,,,,,"(Jentink, 1911)",
40531,Ningaui yvonneae,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Ningaui,yvonneae,,,,,"Kitchener, Stoddart &amp; Henry, 1983",
40529,Ningaui ridei,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Ningaui,ridei,,,,,"Archer, 1975",
40530,Ningaui timealeyi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Ningaui,timealeyi,,,,,"Archer, 1975",
6265,Dasyuroides byrnei,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyuroides,byrnei,,,,,"Spencer, 1896",
16890,Phascogale tapoatafa,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Phascogale,tapoatafa,,,,,"(Meyer, 1793)","<p>The taxonomy of <em>Phascogale tapoatafa</em> is unresolved. It was long considered a single, widely distributed species (Ride 1970). Based on morphological analysis, Rhind <em>et al</em>. (2001) proposed three subspecies: <em>P. t. tapoatafa</em> from south-eastern Australia, <em>P. t. pirata</em> from northern Australia (Kimberley and Northern Territory) and an unnamed subspecies from south-western Australia. Using genetic analyses, Spencer <em>et al</em>. (2001) proposed that <em>Phascogale</em> comprised four distinct lineages: the three groups mentioned above plus <em>P. calura</em>, and inferred that the three taxa within <em>P. tapoatafa</em> be recognised as full species. Later, Soderquist and Rhind (2008) recognised the Northern Territory, but not the Kimberley, population as <em>P. pirata</em>, labelling the Kimberley population as an undescribed subspecies; however no analyses supporting this taxonomy have been published. In this Action Plan, we have followed this taxonomy. M. Westerman <em>et al</em>. (<em>pers. comm</em>.) have unpublished genetic data supporting the separation of <em>P. pirata</em> from <em>P. tapoatafa</em>, but have been unable to obtain samples from Kimberley animals. As currently recognised, there are three subspecies: </p>    <p><em>P. t. tapoatafa</em> is Near Threatened;</p>  <p><em>P. t. </em>(south-western Australia) is Near Threatened;</p>  <p><em>P. t. </em>(Kimberley) is Endangered.</p>"
16138,Parantechinus apicalis,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Parantechinus,apicalis,,,,,"(Gray, 1842)",No subspecies are recognised.
40535,Planigale maculata,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,maculata,,,,,"(Gould, 1851)","Populations formerly attributed to this species from the Barrow Island and the Pilbara are now thought to represent one or two undescribed species (N. Cooper pers. comm.). These populations are not mapped, following the precedent of Burnett (2008). Furthermore, the population in the Northern Territory is also probably a separate species, and populations in the Kimberley appear to represent a species complex containing as many as three species (N. Cooper pers. comm.)."
40536,Planigale tenuirostris,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,tenuirostris,,,,,"Troughton, 1928",
40533,Planigale gilesi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,gilesi,,,,,"Aitken, 1972",
40534,Planigale ingrami,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,ingrami,,,,,"(Thomas, 1906)",
17474,Planigale novaeguineae,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,novaeguineae,,,,,"Tate &amp; Archbold, 1941",
136839,Myoictis wallacei,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Myoictis,wallacei,,,,,"(Gray, 1858)","<i>Myoictis wallacei</i> has previously been considered to be a subspecies of <i>M. melas</i> (e.g., Flannery 1995a, b). Recently it has been shown to be distinct morphologically and genetically (Woolley 2005, Westerman <i>et al.</i> 2006)."
14086,Myoictis melas,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Myoictis,melas,,,,,"(Müller, 1840)",<i>Myoictis melas</i> may represent a species complex.
40636,Pseudantechinus bilarni,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,bilarni,,,,,"(Johnson, 1954)","According to Groves in Wilson and Reeder (1993) and Nowak (1999) <em>Parantechinus bilarni</em> is a good species. However, this species has been transferred to <em>Pseudantechinus</em> following the Australasian Marsupial Specialist Group (Maxwell <em>et al</em>.1996)."
40539,Pseudantechinus woolleyae,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,woolleyae,,,,,"Kitchener &amp; Caputi, 1988",
18447,Pseudantechinus mimulus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,mimulus,,,,,"(Thomas, 1906)","This species is treated as synonym of <em>Pseudantechinus macdonnellensis</em> (see Groves in Wilson and Reeder (1993), but recognised as a valid species by Kitchener (1991),&#160;and subsequently is generally accepted (e.g., Maxwell <em>et al</em>. 1996)."
40537,Pseudantechinus macdonnellensis,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,macdonnellensis,,,,,"(Spencer, 1895)",<i>Pseudantechinus macdonnellensis</i> represents a species complex (M. Westerman pers. comm.).
40538,Pseudantechinus ningbing,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,ningbing,,,,,"Kitchener, 1988",
136620,Pseudantechinus roryi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,roryi,,,,,"Cooper, Aplin &amp; Adams, 2000","Recent genetic research suggests that this taxon may contain up to three separate species (M. Westerman pers. comm.). Specifically, isolated populations occurring on Barrow Island and in Cape Range are genetically distinct and might be considered separate species in the future (M. Westerman pers. comm.). Cooper <i>et al.</i> (2000) note that the specimens from Barrow Island were not in ideal shape and were only speculatively assigned to <i>Pseudantechinus roryi</i>."
6266,Dasycercus cristicauda,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasycercus,cristicauda,,,,,"(Krefft, 1867)","<p>The taxonomy of <em>Dasycercus</em> has been confusing, but is now resolved (Woolley 2005). Historically, three species, <em>D. cristicauda, D. hillieri</em> and <em>D. blythi</em>, have been described; were then synonymized (under <em>D. cristicauda</em>); and re-split (to Mulgara <em>D. cristicauda</em> and Ampurta <em>D. hillieri</em>). However, Woolley (2005) demonstrated that the correct names for the two species were Crest-tailed Mulgara <em>D. cristicauda</em> and Brush-tailed Mulgara <em>D. blythi</em>, and that there was no straightforward linkage between the previously applied ascription of names and the current classification (in many to most cases, what was referred to previously as <em>D. cristicauda</em> is now considered to be <em>D. blythi</em>, and what was previously referred to as <em>D. hillieri</em> is now <em>D. cristicauda</em>); with the issue further clouded by co-occurrence across some regions. Many observations or studies in which voucher specimens were not collected are now ambiguous; however, Woolley (2006) provided interpretation of the currently-accepted nomenclature to names used in a series of previous studies.<br/><br/>For the Crest-tailed Mulgara <em>D. cristicauda</em>, there are no subspecies</p>"
6267,Dasycercus blythi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasycercus,blythi,,,,,"(Waite, 1904)","<em>Dasycercus blythi</em> was originally described as distinct from <em>D. cristicauda</em>, but for more than thirty years it was assumed to be synonymous with that species (e.g., Groves 1993, 2005; Woolley 1995; Maxwell <em>et al.</em> 1996). Adams <em>et al.</em> (2000) conducted a limited molecular study of the genus <em>Dasycercus</em> and determined that there were two species to which the names <em>D. cristicauda</em> and <em>D. hillieri</em> were assigned. It has since been established that the correct names for the two species are <em>D. blythi</em> and <em>D. cristicauda</em> (Woolley 2005)."
1583,Antechinus godmani,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,godmani,,,,,"(Thomas, 1923)",
1584,Antechinus leo,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,leo,,,,,"Van Dyck, 1980",
136755,Antechinus subtropicus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,subtropicus,,,,,"Van Dyck &amp; Crowther, 2000",<i>Antechinus subtropicus</i> was previously considered to be a subspecies of <i>A. stuartii</i>. Van Dyck and Crowther (2000) raised it to species rank.
40524,Antechinus flavipes,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,flavipes,,,,,"(Waterhouse, 1838)",According to Van Dyck and Crowther (2000) <i>Antechinus flavipes</i> represents a species complex.
41508,Antechinus swainsonii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,swainsonii,,,,,"(Waterhouse, 1840)",
40523,Antechinus bellus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,bellus,,,,,"(Thomas, 1904)",
136555,Antechinus adustus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,adustus,,,,,"(Thomas, 1923)",<i>Antechinus adustus</i> was previously considered to be a subspecies of <i>A. stuartii</i>. Van Dyck and Crowther (2000) raised it to species rank.
1590,Antechinus agilis,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,agilis,,,,,"Dickman, Parnaby, Crowther &amp; King, 1998","The Agile Antechinus from southern Victoria and south-eastern NSW, identified by Dickman <i>et al</i>. (1988), has been included although it has not yet been formally described."
40526,Antechinus stuartii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,stuartii,,,,,"Macleay, 1841","According to Van Dyck and Crowther (2000) this taxon represents a species complex, out of which <i>Antechinus adustus</i> and <i>A. subtropicus</i> have already been split."
40525,Antechinus minimus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Antechinus,minimus,,,,,"(É. Geoffroy Saint-Hilaire, 1803)",
6300,Dasyurus maculatus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,maculatus,,,,,"(Kerr, 1792)",The subspecific classification of the mainland populations is currently under review. The Tasmanian population has also been proposed as being a distinct subspecies (Firestone <i>et al.</i> 1999).
6299,Dasyurus albopunctatus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,albopunctatus,,,,,"Schlegel, 1880",
6301,Dasyurus spartacus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,spartacus,,,,,"Van Dyck, 1988",
6296,Dasyurus viverrinus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,viverrinus,,,,,"(Shaw, 1800)",
6295,Dasyurus hallucatus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,hallucatus,,,,,"Gould, 1842",
6294,Dasyurus geoffroii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Dasyurus,geoffroii,,,,,"Gould, 1841","Two subspecies have been described: <em>Dasyurus g. geoffroii</em> from central Australia and <em>D. g. fortis</em> from south-western Australia. It seems unlikely that there are two subspecies of <em>D. geoffroii</em>, as minor differences between animals from south-western Australia and those from central and eastern Australia are likely to have been clinal and we do not consider <em>D. g. fortis</em> to be valid. Mitochondrial control region DNA evidence indicates that <em>D. geoffroii</em> is very closely related to the Bronze Quoll <em>D. spartacus</em> of southern New Guinea, with less divergence evident between these two taxa than is seen between populations within both Spotted-tailed Quoll<em> D. maculatus</em> and Northern Quoll <em>D. hallucatus</em> (Firestone 2000). This supports the suggestion that there are no valid subspecies within <em>Dasyurus geoffroii</em> and that <em>D. spartacus</em> may be conspecific with <em>D. geoffroii.</em>"
20297,Sminthopsis leucopus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,leucopus,,,,,"(Gray, 1842)",
20293,Sminthopsis psammophila,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,psammophila,,,,,"Spencer, 1895",
40543,Sminthopsis gilberti,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,gilberti,,,,,"Kitchener, Stoddart &amp; Henry, 1984",
20290,Sminthopsis douglasi,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,douglasi,,,,,"Archer, 1979",
40544,Sminthopsis hirtipes,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,hirtipes,,,,,"Thomas, 1898",
41509,Sminthopsis granulipes,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,granulipes,,,,,"Troughton, 1932",
40541,Sminthopsis crassicaudata,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,crassicaudata,,,,,"(Gould, 1844)",
